opportunity_id,stage,entry_date,exit_date,days_in_stage,period
OPP-P2-00453,Propose,06-03-2025,02-05-2025,57,P2
OPP-P2-00454,Qualify,09-02-2025,10-02-2025,1,P2
OPP-P2-00454,Develop,10-02-2025,11-02-2025,1,P2
OPP-P2-00454,Propose,11-02-2025,18-03-2025,35,P2
OPP-P2-00455,Qualify,10-01-2025,11-01-2025,1,P2
OPP-P2-00455,Develop,11-01-2025,12-01-2025,1,P2
OPP-P2-00455,Propose,12-01-2025,19-01-2025,7,P2
OPP-P2-00455,Close,19-01-2025,20-01-2025,1,P2
OPP-P2-00456,Qualify,18-08-2025,19-08-2025,1,P2
OPP-P2-00456,Develop,19-08-2025,20-08-2025,1,P2
OPP-P2-00457,Qualify,25-09-2025,26-09-2025,1,P2
OPP-P2-00458,Qualify,16-01-2025,17-01-2025,1,P2
OPP-P2-00458,Develop,17-01-2025,18-01-2025,1,P2
OPP-P2-00459,Qualify,27-01-2025,28-01-2025,1,P2
OPP-P2-00459,Develop,28-01-2025,29-01-2025,1,P2
OPP-P2-00459,Propose,29-01-2025,27-02-2025,29,P2
OPP-P2-00460,Qualify,18-08-2025,19-08-2025,1,P2
OPP-P2-00460,Develop,19-08-2025,06-05-2026,260,P2
OPP-P2-00460,Propose,06-05-2026,24-05-2026,18,P2
OPP-P2-00460,Close,24-05-2026,25-05-2026,1,P2
OPP-P2-00461,Qualify,28-08-2025,29-08-2025,1,P2
OPP-P2-00461,Develop,29-08-2025,30-08-2025,1,P2
OPP-P2-00461,Propose,30-08-2025,02-10-2025,33,P2
OPP-P2-00462,Qualify,26-09-2025,27-09-2025,1,P2
OPP-P2-00462,Develop,27-09-2025,28-09-2025,1,P2
OPP-P2-00462,Propose,28-09-2025,18-10-2025,20,P2
OPP-P2-00463,Qualify,06-02-2025,07-02-2025,1,P2
OPP-P2-00463,Develop,07-02-2025,08-02-2025,1,P2
OPP-P2-00464,Qualify,03-03-2025,04-03-2025,1,P2
OPP-P2-00464,Develop,04-03-2025,05-03-2025,1,P2
OPP-P2-00465,Qualify,10-07-2025,11-07-2025,1,P2
OPP-P2-00465,Develop,11-07-2025,12-07-2025,1,P2
OPP-P2-00466,Qualify,13-04-2025,14-04-2025,1,P2
OPP-P2-00467,Qualify,05-02-2025,06-02-2025,1,P2
OPP-P2-00467,Develop,06-02-2025,07-02-2025,1,P2
OPP-P2-00468,Qualify,04-02-2025,05-02-2025,1,P2
OPP-P2-00469,Qualify,15-03-2025,16-03-2025,1,P2
OPP-P2-00469,Develop,16-03-2025,17-03-2025,1,P2
OPP-P2-00469,Propose,17-03-2025,11-04-2025,25,P2
OPP-P2-00470,Qualify,16-03-2025,17-03-2025,1,P2
OPP-P2-00470,Develop,17-03-2025,18-03-2025,1,P2
OPP-P2-00470,Propose,18-03-2025,09-04-2025,22,P2
OPP-P2-00471,Qualify,27-09-2025,28-09-2025,1,P2
OPP-P2-00471,Develop,28-09-2025,29-09-2025,1,P2
OPP-P2-00471,Propose,29-09-2025,16-11-2025,48,P2
OPP-P2-00472,Qualify,21-08-2025,22-08-2025,1,P2
OPP-P2-00472,Develop,22-08-2025,23-08-2025,1,P2
OPP-P2-00473,Qualify,06-04-2025,07-04-2025,1,P2
OPP-P2-00474,Qualify,21-02-2025,22-02-2025,1,P2
OPP-P2-00475,Qualify,21-01-2025,22-01-2025,1,P2
OPP-P2-00476,Qualify,02-06-2025,03-06-2025,1,P2
OPP-P2-00476,Develop,03-06-2025,04-06-2025,1,P2
OPP-P2-00476,Propose,04-06-2025,11-06-2025,7,P2
OPP-P2-00476,Close,11-06-2025,12-06-2025,1,P2
OPP-P2-00477,Qualify,03-08-2025,04-08-2025,1,P2
OPP-P2-00477,Develop,04-08-2025,05-08-2025,1,P2
OPP-P2-00477,Propose,05-08-2025,18-09-2025,44,P2
OPP-P2-00478,Qualify,06-03-2025,07-03-2025,1,P2
OPP-P2-00479,Qualify,16-08-2025,17-08-2025,1,P2
OPP-P2-00479,Develop,17-08-2025,18-08-2025,1,P2
OPP-P2-00479,Propose,18-08-2025,08-09-2025,21,P2
OPP-P2-00480,Qualify,23-08-2025,24-08-2025,1,P2
OPP-P2-00480,Develop,24-08-2025,25-08-2025,1,P2
OPP-P2-00480,Propose,25-08-2025,24-09-2025,30,P2
OPP-P2-00481,Qualify,31-03-2025,01-04-2025,1,P2
OPP-P2-00481,Develop,01-04-2025,02-04-2025,1,P2
OPP-P2-00481,Propose,02-04-2025,01-06-2025,60,P2
OPP-P2-00482,Qualify,16-04-2025,17-04-2025,1,P2
OPP-P2-00482,Develop,17-04-2025,18-04-2025,1,P2
OPP-P2-00483,Qualify,26-03-2025,27-03-2025,1,P2
OPP-P2-00484,Qualify,28-09-2025,29-09-2025,1,P2
OPP-P2-00484,Develop,29-09-2025,30-09-2025,1,P2
OPP-P2-00485,Qualify,09-04-2025,10-04-2025,1,P2
OPP-P2-00486,Qualify,31-01-2025,01-02-2025,1,P2
OPP-P2-00486,Develop,01-02-2025,02-02-2025,1,P2
OPP-P2-00487,Qualify,23-04-2025,24-04-2025,1,P2
OPP-P2-00487,Develop,24-04-2025,25-04-2025,1,P2
OPP-P2-00487,Propose,25-04-2025,11-05-2025,16,P2
OPP-P2-00487,Close,11-05-2025,12-05-2025,1,P2
OPP-P2-00488,Qualify,17-07-2025,18-07-2025,1,P2
OPP-P2-00489,Qualify,10-07-2025,11-07-2025,1,P2
OPP-P2-00489,Develop,11-07-2025,12-07-2025,1,P2
OPP-P2-00489,Propose,12-07-2025,05-08-2025,24,P2
OPP-P2-00490,Qualify,29-07-2025,30-07-2025,1,P2
OPP-P2-00490,Develop,30-07-2025,31-07-2025,1,P2
OPP-P2-00490,Propose,31-07-2025,22-08-2025,22,P2
OPP-P2-00491,Qualify,24-02-2025,25-02-2025,1,P2
OPP-P2-00492,Qualify,09-08-2025,10-08-2025,1,P2
OPP-P2-00492,Develop,10-08-2025,11-08-2025,1,P2
OPP-P2-00492,Propose,11-08-2025,09-09-2025,29,P2
OPP-P2-00493,Qualify,22-03-2025,23-03-2025,1,P2
OPP-P2-00493,Develop,23-03-2025,24-03-2025,1,P2
OPP-P2-00494,Qualify,08-02-2025,09-02-2025,1,P2
OPP-P2-00494,Develop,09-02-2025,10-02-2025,1,P2
OPP-P2-00494,Propose,10-02-2025,04-03-2025,22,P2
OPP-P2-00495,Qualify,07-07-2025,08-07-2025,1,P2
OPP-P2-00495,Develop,08-07-2025,09-07-2025,1,P2
OPP-P2-00496,Qualify,06-05-2025,07-05-2025,1,P2
OPP-P2-00496,Develop,07-05-2025,08-05-2025,1,P2
OPP-P2-00496,Propose,08-05-2025,03-06-2025,26,P2
OPP-P2-00497,Qualify,14-05-2025,15-05-2025,1,P2
OPP-P2-00498,Qualify,31-03-2025,06-04-2025,6,P2
OPP-P2-00498,Develop,06-04-2025,07-04-2025,1,P2
OPP-P2-00498,Propose,07-04-2025,17-04-2025,10,P2
OPP-P2-00498,Close,17-04-2025,18-04-2025,1,P2
OPP-P2-00499,Qualify,19-05-2025,20-05-2025,1,P2
OPP-P2-00499,Develop,20-05-2025,21-05-2025,1,P2
OPP-P2-00499,Propose,21-05-2025,08-06-2025,18,P2
OPP-P2-00500,Qualify,01-09-2025,02-09-2025,1,P2
OPP-P2-00500,Develop,02-09-2025,03-09-2025,1,P2
OPP-P2-00501,Qualify,24-08-2025,26-08-2025,2,P2
OPP-P2-00501,Develop,26-08-2025,27-08-2025,1,P2
OPP-P2-00502,Qualify,08-04-2025,09-04-2025,1,P2
OPP-P2-00502,Develop,09-04-2025,10-04-2025,1,P2
OPP-P2-00502,Propose,10-04-2025,26-04-2025,16,P2
OPP-P2-00503,Qualify,30-01-2025,14-08-2028,1292,P2
OPP-P2-00503,Develop,14-08-2028,15-08-2028,1,P2
OPP-P2-00503,Propose,15-08-2028,17-09-2028,33,P2
OPP-P2-00504,Qualify,18-06-2025,25-07-2025,37,P2
OPP-P2-00505,Qualify,07-03-2025,08-03-2025,1,P2
OPP-P2-00505,Develop,08-03-2025,09-03-2025,1,P2
OPP-P2-00505,Propose,09-03-2025,15-04-2025,37,P2
OPP-P2-00506,Qualify,17-09-2025,18-09-2025,1,P2
OPP-P2-00506,Develop,18-09-2025,19-09-2025,1,P2
OPP-P2-00506,Propose,19-09-2025,27-09-2025,8,P2
OPP-P2-00506,Close,27-09-2025,29-09-2025,2,P2
OPP-P2-00507,Qualify,09-01-2025,11-01-2025,2,P2
OPP-P2-00507,Develop,11-01-2025,12-01-2025,1,P2
OPP-P2-00508,Qualify,07-02-2025,08-02-2025,1,P2
OPP-P2-00508,Develop,08-02-2025,09-02-2025,1,P2
OPP-P2-00508,Propose,09-02-2025,11-03-2025,30,P2
OPP-P2-00509,Qualify,08-04-2025,09-04-2025,1,P2
OPP-P2-00509,Develop,09-04-2025,10-04-2025,1,P2
OPP-P2-00509,Propose,10-04-2025,21-04-2025,11,P2
OPP-P2-00509,Close,21-04-2025,22-04-2025,1,P2
OPP-P2-00510,Qualify,04-05-2025,05-05-2025,1,P2
OPP-P2-00510,Develop,05-05-2025,09-05-2025,4,P2
OPP-P2-00510,Propose,09-05-2025,16-05-2025,7,P2
OPP-P2-00510,Close,16-05-2025,17-05-2025,1,P2
OPP-P2-00511,Qualify,21-09-2025,22-09-2025,1,P2
OPP-P2-00511,Develop,22-09-2025,23-09-2025,1,P2
OPP-P2-00511,Propose,23-09-2025,25-10-2025,32,P2
OPP-P2-00512,Qualify,25-06-2025,26-06-2025,1,P2
OPP-P2-00512,Develop,26-06-2025,27-06-2025,1,P2
OPP-P2-00512,Propose,27-06-2025,05-08-2025,39,P2
OPP-P2-00513,Qualify,23-02-2025,24-02-2025,1,P2
OPP-P2-00514,Qualify,30-06-2025,01-07-2025,1,P2
OPP-P2-00514,Develop,01-07-2025,02-07-2025,1,P2
OPP-P2-00515,Qualify,06-08-2025,07-08-2025,1,P2
OPP-P2-00515,Develop,07-08-2025,08-08-2025,1,P2
OPP-P2-00515,Propose,08-08-2025,10-09-2025,33,P2
OPP-P2-00516,Qualify,25-07-2025,26-07-2025,1,P2
OPP-P2-00516,Develop,26-07-2025,27-07-2025,1,P2
OPP-P2-00517,Qualify,11-07-2025,12-07-2025,1,P2
OPP-P2-00518,Qualify,27-03-2025,28-03-2025,1,P2
OPP-P2-00518,Develop,28-03-2025,29-03-2025,1,P2
OPP-P2-00518,Propose,29-03-2025,10-04-2025,12,P2
OPP-P2-00518,Close,10-04-2025,11-04-2025,1,P2
OPP-P2-00519,Qualify,26-02-2025,27-02-2025,1,P2
OPP-P2-00519,Develop,27-02-2025,28-02-2025,1,P2
OPP-P2-00519,Propose,28-02-2025,29-03-2025,29,P2
OPP-P2-00520,Qualify,08-01-2025,09-01-2025,1,P2
OPP-P2-00521,Qualify,02-09-2025,03-09-2025,1,P2
OPP-P2-00521,Develop,03-09-2025,04-09-2025,1,P2
OPP-P2-00521,Propose,04-09-2025,20-09-2025,16,P2
OPP-P2-00521,Close,20-09-2025,21-09-2025,1,P2
OPP-P2-00522,Qualify,07-03-2025,16-03-2025,9,P2
OPP-P2-00522,Develop,16-03-2025,17-03-2025,1,P2
OPP-P2-00522,Propose,17-03-2025,24-04-2025,38,P2
OPP-P2-00523,Qualify,09-04-2025,10-04-2025,1,P2
OPP-P2-00524,Qualify,10-05-2025,11-05-2025,1,P2
OPP-P2-00524,Develop,11-05-2025,12-05-2025,1,P2
OPP-P2-00524,Propose,12-05-2025,11-06-2025,30,P2
OPP-P2-00525,Qualify,15-05-2025,16-05-2025,1,P2
OPP-P2-00525,Develop,16-05-2025,17-05-2025,1,P2
OPP-P2-00525,Propose,17-05-2025,17-06-2025,31,P2
OPP-P2-00526,Qualify,19-05-2025,20-05-2025,1,P2
OPP-P2-00527,Qualify,01-02-2025,02-02-2025,1,P2
OPP-P2-00527,Develop,02-02-2025,03-02-2025,1,P2
OPP-P2-00527,Propose,03-02-2025,04-03-2025,29,P2
OPP-P2-00528,Qualify,23-07-2025,24-07-2025,1,P2
OPP-P2-00529,Qualify,05-03-2025,06-03-2025,1,P2
OPP-P2-00529,Develop,06-03-2025,07-03-2025,1,P2
OPP-P2-00529,Propose,07-03-2025,17-03-2025,10,P2
OPP-P2-00530,Qualify,22-07-2025,23-07-2025,1,P2
OPP-P2-00530,Develop,23-07-2025,24-07-2025,1,P2
OPP-P2-00530,Propose,24-07-2025,23-08-2025,30,P2
OPP-P2-00531,Qualify,17-05-2025,18-05-2025,1,P2
OPP-P2-00532,Qualify,21-06-2025,22-06-2025,1,P2
OPP-P2-00532,Develop,22-06-2025,23-06-2025,1,P2
OPP-P2-00532,Propose,23-06-2025,15-07-2025,22,P2
OPP-P2-00533,Qualify,14-07-2025,15-07-2025,1,P2
OPP-P2-00534,Qualify,12-03-2025,13-03-2025,1,P2
OPP-P2-00534,Develop,13-03-2025,14-03-2025,1,P2
OPP-P2-00534,Propose,14-03-2025,27-03-2025,13,P2
OPP-P2-00535,Qualify,19-08-2025,20-08-2025,1,P2
OPP-P2-00535,Develop,20-08-2025,21-08-2025,1,P2
OPP-P2-00535,Propose,21-08-2025,09-09-2025,19,P2
OPP-P2-00536,Qualify,23-08-2025,24-08-2025,1,P2
OPP-P2-00536,Develop,24-08-2025,25-08-2025,1,P2
OPP-P2-00537,Qualify,27-06-2025,28-06-2025,1,P2
OPP-P2-00537,Develop,28-06-2025,29-06-2025,1,P2
OPP-P2-00537,Propose,29-06-2025,25-07-2025,26,P2
OPP-P2-00538,Qualify,28-05-2025,29-05-2025,1,P2
OPP-P2-00538,Develop,29-05-2025,30-05-2025,1,P2
OPP-P2-00538,Propose,30-05-2025,07-06-2025,8,P2
OPP-P2-00538,Close,07-06-2025,08-06-2025,1,P2
OPP-P2-00539,Qualify,10-05-2025,11-05-2025,1,P2
OPP-P2-00539,Develop,11-05-2025,12-05-2025,1,P2
OPP-P2-00539,Propose,12-05-2025,21-06-2025,40,P2
OPP-P2-00540,Qualify,06-09-2025,07-09-2025,1,P2
OPP-P2-00540,Develop,07-09-2025,08-09-2025,1,P2
OPP-P2-00540,Propose,08-09-2025,02-10-2025,24,P2
OPP-P2-00541,Qualify,23-04-2025,24-04-2025,1,P2
OPP-P2-00541,Develop,24-04-2025,15-01-2028,996,P2
OPP-P2-00541,Propose,15-01-2028,29-02-2028,45,P2
OPP-P2-00542,Qualify,20-01-2025,21-01-2025,1,P2
OPP-P2-00542,Develop,21-01-2025,22-01-2025,1,P2
OPP-P2-00543,Qualify,08-08-2025,09-08-2025,1,P2
OPP-P2-00544,Qualify,20-02-2025,21-02-2025,1,P2
OPP-P2-00544,Develop,21-02-2025,22-02-2025,1,P2
OPP-P2-00544,Propose,22-02-2025,28-02-2025,6,P2
OPP-P2-00544,Close,28-02-2025,01-03-2025,1,P2
OPP-P2-00545,Qualify,04-07-2025,05-07-2025,1,P2
OPP-P2-00545,Develop,05-07-2025,06-07-2025,1,P2
OPP-P2-00545,Propose,06-07-2025,21-07-2025,15,P2
OPP-P2-00546,Qualify,17-03-2025,18-03-2025,1,P2
OPP-P2-00546,Develop,18-03-2025,19-03-2025,1,P2
OPP-P2-00547,Qualify,23-03-2025,24-03-2025,1,P2
OPP-P2-00547,Develop,24-03-2025,25-03-2025,1,P2
OPP-P2-00548,Qualify,07-09-2025,08-09-2025,1,P2
OPP-P2-00548,Develop,08-09-2025,09-09-2025,1,P2
OPP-P2-00548,Propose,09-09-2025,20-09-2025,11,P2
OPP-P2-00549,Qualify,04-06-2025,05-06-2025,1,P2
OPP-P2-00549,Develop,05-06-2025,06-06-2025,1,P2
OPP-P2-00549,Propose,06-06-2025,30-06-2025,24,P2
OPP-P2-00550,Qualify,06-03-2025,07-03-2025,1,P2
OPP-P2-00550,Develop,07-03-2025,08-03-2025,1,P2
OPP-P2-00551,Qualify,17-03-2025,26-03-2025,9,P2
OPP-P2-00551,Develop,26-03-2025,27-03-2025,1,P2
OPP-P2-00551,Propose,27-03-2025,02-05-2025,36,P2
OPP-P2-00552,Qualify,10-04-2025,11-04-2025,1,P2
OPP-P2-00552,Develop,11-04-2025,12-04-2025,1,P2
OPP-P2-00553,Qualify,05-09-2025,06-09-2025,1,P2
OPP-P2-00554,Qualify,20-04-2025,21-04-2025,1,P2
OPP-P2-00554,Develop,21-04-2025,22-04-2025,1,P2
OPP-P2-00554,Propose,22-04-2025,14-05-2025,22,P2
OPP-P2-00555,Qualify,20-07-2025,21-07-2025,1,P2
OPP-P2-00556,Qualify,02-08-2025,03-08-2025,1,P2
OPP-P2-00556,Develop,03-08-2025,04-08-2025,1,P2
OPP-P2-00556,Propose,04-08-2025,15-08-2025,11,P2
OPP-P2-00557,Qualify,01-10-2025,02-10-2025,1,P2
OPP-P2-00557,Develop,02-10-2025,03-10-2025,1,P2
OPP-P2-00557,Propose,03-10-2025,09-11-2025,37,P2
OPP-P2-00558,Qualify,29-04-2025,30-04-2025,1,P2
OPP-P2-00558,Develop,30-04-2025,01-05-2025,1,P2
OPP-P2-00558,Propose,01-05-2025,11-05-2025,10,P2
OPP-P2-00558,Close,11-05-2025,12-05-2025,1,P2
OPP-P2-00559,Qualify,02-06-2025,03-06-2025,1,P2
OPP-P2-00559,Develop,03-06-2025,04-06-2025,1,P2
OPP-P2-00560,Qualify,23-08-2025,24-08-2025,1,P2
OPP-P2-00561,Qualify,01-04-2025,02-04-2025,1,P2
OPP-P2-00562,Qualify,18-09-2025,19-09-2025,1,P2
OPP-P2-00563,Qualify,01-07-2025,02-07-2025,1,P2
OPP-P2-00563,Develop,02-07-2025,03-07-2025,1,P2
OPP-P2-00563,Propose,03-07-2025,15-07-2025,12,P2
OPP-P2-00563,Close,15-07-2025,16-07-2025,1,P2
OPP-P2-00564,Qualify,11-06-2025,12-06-2025,1,P2
OPP-P2-00564,Develop,12-06-2025,13-06-2025,1,P2
OPP-P2-00565,Qualify,08-02-2025,09-02-2025,1,P2
OPP-P2-00566,Qualify,03-09-2025,04-09-2025,1,P2
OPP-P2-00567,Qualify,03-03-2025,04-03-2025,1,P2
OPP-P2-00568,Qualify,03-08-2025,04-08-2025,1,P2
OPP-P2-00568,Develop,04-08-2025,05-08-2025,1,P2
OPP-P2-00569,Qualify,07-03-2025,08-03-2025,1,P2
OPP-P2-00569,Develop,08-03-2025,09-03-2025,1,P2
OPP-P2-00569,Propose,09-03-2025,05-04-2025,27,P2
OPP-P2-00570,Qualify,25-09-2025,26-09-2025,1,P2
OPP-P2-00570,Develop,26-09-2025,27-09-2025,1,P2
OPP-P2-00570,Propose,27-09-2025,28-10-2025,31,P2
OPP-P2-00571,Qualify,27-06-2025,28-06-2025,1,P2
OPP-P2-00571,Develop,28-06-2025,29-06-2025,1,P2
OPP-P2-00571,Propose,29-06-2025,20-07-2025,21,P2
OPP-P2-00571,Close,20-07-2025,21-07-2025,1,P2
OPP-P2-00572,Qualify,06-09-2025,07-09-2025,1,P2
OPP-P2-00573,Qualify,24-04-2025,25-04-2025,1,P2
OPP-P2-00573,Develop,25-04-2025,26-04-2025,1,P2
OPP-P2-00573,Propose,26-04-2025,20-06-2025,55,P2
OPP-P2-00574,Qualify,29-09-2025,30-09-2025,1,P2
OPP-P2-00574,Develop,30-09-2025,01-10-2025,1,P2
OPP-P2-00574,Propose,01-10-2025,27-10-2025,26,P2
OPP-P2-00574,Close,27-10-2025,28-10-2025,1,P2
OPP-P2-00575,Qualify,01-08-2025,02-08-2025,1,P2
OPP-P2-00575,Develop,02-08-2025,03-08-2025,1,P2
OPP-P2-00575,Propose,03-08-2025,08-09-2025,36,P2
OPP-P2-00576,Qualify,26-07-2025,27-07-2025,1,P2
OPP-P2-00577,Qualify,19-02-2025,20-02-2025,1,P2
OPP-P2-00577,Develop,20-02-2025,21-02-2025,1,P2
OPP-P2-00578,Qualify,15-03-2025,16-03-2025,1,P2
OPP-P2-00579,Qualify,31-01-2025,01-02-2025,1,P2
OPP-P2-00580,Qualify,29-03-2025,30-03-2025,1,P2
OPP-P2-00580,Develop,30-03-2025,31-03-2025,1,P2
OPP-P2-00581,Qualify,20-04-2025,28-07-2025,99,P2
OPP-P2-00581,Develop,28-07-2025,29-07-2025,1,P2
OPP-P2-00582,Qualify,08-07-2025,09-07-2025,1,P2
OPP-P2-00582,Develop,09-07-2025,27-11-2026,506,P2
OPP-P2-00582,Propose,27-11-2026,07-01-2027,41,P2
OPP-P2-00583,Qualify,17-02-2025,18-02-2025,1,P2
OPP-P2-00583,Develop,18-02-2025,19-02-2025,1,P2
OPP-P2-00583,Propose,19-02-2025,07-03-2025,16,P2
OPP-P2-00584,Qualify,18-02-2025,19-02-2025,1,P2
OPP-P2-00584,Develop,19-02-2025,20-02-2025,1,P2
OPP-P2-00584,Propose,20-02-2025,07-03-2025,15,P2
OPP-P2-00584,Close,07-03-2025,08-03-2025,1,P2
OPP-P2-00585,Qualify,22-01-2025,23-01-2025,1,P2
OPP-P2-00586,Qualify,25-05-2025,26-05-2025,1,P2
OPP-P2-00586,Develop,26-05-2025,27-05-2025,1,P2
OPP-P2-00587,Qualify,01-07-2025,02-07-2025,1,P2
OPP-P2-00587,Develop,02-07-2025,03-07-2025,1,P2
OPP-P2-00587,Propose,03-07-2025,18-07-2025,15,P2
OPP-P2-00588,Qualify,21-07-2025,22-07-2025,1,P2
OPP-P2-00589,Qualify,24-04-2025,25-04-2025,1,P2
OPP-P2-00590,Qualify,04-06-2025,05-06-2025,1,P2
OPP-P2-00591,Qualify,09-01-2025,10-01-2025,1,P2
OPP-P2-00591,Develop,10-01-2025,11-01-2025,1,P2
OPP-P2-00591,Propose,11-01-2025,15-02-2025,35,P2
OPP-P2-00592,Qualify,14-02-2025,15-02-2025,1,P2
OPP-P2-00592,Develop,15-02-2025,16-02-2025,1,P2
OPP-P2-00593,Qualify,28-09-2025,29-09-2025,1,P2
OPP-P2-00593,Develop,29-09-2025,30-09-2025,1,P2
OPP-P2-00593,Propose,30-09-2025,31-10-2025,31,P2
OPP-P2-00594,Qualify,26-02-2025,27-02-2025,1,P2
OPP-P2-00594,Develop,27-02-2025,28-02-2025,1,P2
OPP-P2-00594,Propose,28-02-2025,21-03-2025,21,P2
OPP-P2-00595,Qualify,02-06-2025,03-06-2025,1,P2
OPP-P2-00596,Qualify,15-08-2025,16-08-2025,1,P2
OPP-P2-00596,Develop,16-08-2025,17-08-2025,1,P2
OPP-P2-00596,Propose,17-08-2025,31-08-2025,14,P2
OPP-P2-00596,Close,31-08-2025,01-09-2025,1,P2
OPP-P2-00597,Qualify,03-04-2025,04-04-2025,1,P2
OPP-P2-00597,Develop,04-04-2025,05-04-2025,1,P2
OPP-P2-00597,Propose,05-04-2025,02-05-2025,27,P2
OPP-P2-00598,Qualify,27-04-2025,28-04-2025,1,P2
OPP-P2-00598,Develop,28-04-2025,29-04-2025,1,P2
OPP-P2-00598,Propose,29-04-2025,06-06-2025,38,P2
OPP-P2-00599,Qualify,22-01-2025,23-01-2025,1,P2
OPP-P2-00599,Develop,23-01-2025,24-01-2025,1,P2
OPP-P2-00599,Propose,24-01-2025,05-02-2025,12,P2
OPP-P2-00600,Qualify,11-06-2025,12-06-2025,1,P2
OPP-P2-00600,Develop,12-06-2025,13-06-2025,1,P2
OPP-P2-00600,Propose,13-06-2025,18-07-2025,35,P2
OPP-P2-00601,Qualify,11-04-2025,12-04-2025,1,P2
OPP-P2-00601,Develop,12-04-2025,13-04-2025,1,P2
OPP-P2-00601,Propose,13-04-2025,19-04-2025,6,P2
OPP-P2-00601,Close,19-04-2025,20-04-2025,1,P2
OPP-P2-00602,Qualify,04-09-2025,05-09-2025,1,P2
OPP-P2-00602,Develop,05-09-2025,06-09-2025,1,P2
OPP-P2-00602,Propose,06-09-2025,03-11-2025,58,P2
OPP-P2-00603,Qualify,24-01-2025,25-01-2025,1,P2
OPP-P2-00603,Develop,25-01-2025,26-01-2025,1,P2
OPP-P2-00604,Qualify,15-05-2025,16-05-2025,1,P2
OPP-P2-00604,Develop,16-05-2025,17-05-2025,1,P2
OPP-P2-00605,Qualify,12-06-2025,26-07-2025,44,P2
OPP-P2-00605,Develop,26-07-2025,27-07-2025,1,P2
OPP-P2-00606,Qualify,21-05-2025,22-05-2025,1,P2
OPP-P2-00607,Qualify,27-04-2025,28-04-2025,1,P2
OPP-P2-00607,Develop,28-04-2025,09-05-2025,11,P2
OPP-P2-00607,Propose,09-05-2025,24-05-2025,15,P2
OPP-P2-00607,Close,24-05-2025,25-05-2025,1,P2
OPP-P2-00608,Qualify,13-07-2025,14-07-2025,1,P2
OPP-P2-00609,Qualify,17-07-2025,18-07-2025,1,P2
OPP-P2-00609,Develop,18-07-2025,19-07-2025,1,P2
OPP-P2-00609,Propose,19-07-2025,27-07-2025,8,P2
OPP-P2-00609,Close,27-07-2025,28-07-2025,1,P2
OPP-P2-00610,Qualify,05-02-2025,06-02-2025,1,P2
OPP-P2-00610,Develop,06-02-2025,07-02-2025,1,P2
OPP-P2-00611,Qualify,16-06-2025,17-06-2025,1,P2
OPP-P2-00612,Qualify,27-03-2025,28-03-2025,1,P2
OPP-P2-00612,Develop,28-03-2025,29-03-2025,1,P2
OPP-P2-00613,Qualify,30-01-2025,31-01-2025,1,P2
OPP-P2-00614,Qualify,13-04-2025,14-04-2025,1,P2
OPP-P2-00615,Qualify,25-03-2025,26-03-2025,1,P2
OPP-P2-00615,Develop,26-03-2025,27-03-2025,1,P2
OPP-P2-00615,Propose,27-03-2025,04-04-2025,8,P2
OPP-P2-00615,Close,04-04-2025,05-04-2025,1,P2
OPP-P2-00616,Qualify,24-03-2025,25-03-2025,1,P2
OPP-P2-00617,Qualify,06-08-2025,07-08-2025,1,P2
OPP-P2-00617,Develop,07-08-2025,08-08-2025,1,P2
OPP-P2-00617,Propose,08-08-2025,15-08-2025,7,P2
OPP-P2-00618,Qualify,28-02-2025,01-03-2025,1,P2
OPP-P2-00618,Develop,01-03-2025,02-03-2025,1,P2
OPP-P2-00619,Qualify,14-08-2025,15-08-2025,1,P2
OPP-P2-00619,Develop,15-08-2025,16-08-2025,1,P2
OPP-P2-00620,Qualify,11-09-2025,12-09-2025,1,P2
OPP-P2-00620,Develop,12-09-2025,13-09-2025,1,P2
OPP-P2-00621,Qualify,17-01-2025,18-01-2025,1,P2
OPP-P2-00621,Develop,18-01-2025,19-01-2025,1,P2
OPP-P2-00621,Propose,19-01-2025,27-01-2025,8,P2
OPP-P2-00621,Close,27-01-2025,28-01-2025,1,P2
OPP-P2-00622,Qualify,21-02-2025,22-02-2025,1,P2
OPP-P2-00622,Develop,22-02-2025,23-02-2025,1,P2
OPP-P2-00622,Propose,23-02-2025,12-03-2025,17,P2
OPP-P2-00623,Qualify,26-05-2025,27-05-2025,1,P2
OPP-P2-00623,Develop,27-05-2025,28-05-2025,1,P2
OPP-P2-00624,Qualify,08-07-2025,09-07-2025,1,P2
OPP-P2-00624,Develop,09-07-2025,10-07-2025,1,P2
OPP-P2-00624,Propose,10-07-2025,22-07-2025,12,P2
OPP-P2-00624,Close,22-07-2025,19-09-2025,59,P2
OPP-P2-00625,Qualify,07-05-2025,08-05-2025,1,P2
OPP-P2-00625,Develop,08-05-2025,09-05-2025,1,P2
OPP-P2-00625,Propose,09-05-2025,06-06-2025,28,P2
OPP-P2-00626,Qualify,04-08-2025,05-08-2025,1,P2
OPP-P2-00626,Develop,05-08-2025,06-08-2025,1,P2
OPP-P2-00626,Propose,06-08-2025,14-08-2025,8,P2
OPP-P2-00627,Qualify,06-02-2025,07-02-2025,1,P2
OPP-P2-00628,Qualify,26-07-2025,27-07-2025,1,P2
OPP-P2-00628,Develop,27-07-2025,28-07-2025,1,P2
OPP-P2-00628,Propose,28-07-2025,25-08-2025,28,P2
