lead_id,created_date,lead_source,product_line,region,nam_owner,client_type,deal_value_usd,period,lead_status,disqualified_reason
L-P2-03024,12-02-2025 00:00,Inbound Web Form,Digital Signage,Northeast,T. Chen,Mixed-Use Development,23678,P2,Open,
L-P2-03025,30-09-2025 00:00,Cold Outreach,Video Analytics,West,D. Singh,Mixed-Use Development,30782,P2,Open,
L-P2-03026,28-Mar-25,Trade Show,Smart Buildings,Northeast,M. Okafor,Enterprise Business,16931,P2,Disqualified,No budget
L-P2-03027,29-05-2025 00:00,EXISTING CLIENT UPSELL,Smart Mobility (EV/Parking),MIDWEST,D. Singh,Campus,41274,P2,Open,
L-P2-03028,08-09-2025,Existing Client Upsell,Smart Buildings,Midwest,R. Alvarez,Municipality,20374,P2,Open,
L-P2-03029,12-Jul-25,Partner Referral,Smart Mobility (EV/Parking),Midwest,M. Okafor,Mixed-Use Development,13316,P2,Open,
L-P2-03030,29-Jan-25,Inbound Web Form,Digital Signage,Northeast,M. Okafor,Mixed-Use Development,45592,P2,Disqualified,No budget
L-P2-03031,18-06-2025 00:00,TRADE SHOW,Digital Signage,SOUTH,J. Sullivan,Multifamily Property,19338,P2,Qualified,
L-P2-03032,29-03-2025 00:00,Partner Referral,Smart Lighting,Northeast,L. Fitzgerald,Mixed-Use Development,26633,P2,Open,
L-P2-03033,25-08-2025 00:00,INBOUND WEB FORM,Video Analytics,SOUTH,L. Fitzgerald,Enterprise Business,41364,P2,Disqualified,No budget
L-P2-03034,24-Apr-25,Inbound Web Form,Smart Lighting,West,J. Sullivan,Campus,26466,P2,Disqualified,Duplicate
L-P2-03035,19-08-2025,Outbound SDR,Smart Lighting,Northeast,J. Sullivan,Enterprise Business,12212,P2,Disqualified,Wrong fit
L-P2-03036,22-Jun-25,Inbound Web Form,Digital Signage,Midwest,J. Sullivan,Campus,32861,P2,Open,
L-P2-03037,17-06-2025 00:00,Inbound Web Form,Digital Signage,West,M. Okafor,Campus,18177,P2,Qualified,
L-P2-03038,04/19/2025,Trade Show,Smart Lighting,Midwest,S. Patel,Mixed-Use Development,30709,P2,Open,
L-P2-03039,05/23/2025,Cold Outreach,Video Analytics,Midwest,R. Alvarez,Campus,13882,P2,Qualified,
L-P2-03040,09-06-2025,Partner Referral,Smart Lighting,Midwest,L. Fitzgerald,Multifamily Property,13222,P2,Disqualified,Wrong fit
L-P2-03041,17-07-2025,Outbound SDR,Digital Signage,West,R. Alvarez,Enterprise Business,26611,P2,Disqualified,No response
L-P2-03042,21-Feb-25,Outbound SDR,Smart Buildings,South,M. Okafor,Mixed-Use Development,25667,P2,Disqualified,Duplicate
L-P2-03043,24-06-2025 00:00,Partner Referral,Digital Signage,Northeast,R. Alvarez,Enterprise Business,43487,P2,Disqualified,No budget
L-P2-03044,14-09-2025 00:00,Partner Referral,Smart Lighting,Northeast,S. Patel,Mixed-Use Development,24671,P2,Disqualified,No budget
L-P2-03045,08-Mar-25,Inbound Web Form,Smart Buildings,West,L. Fitzgerald,Enterprise Business,12041,P2,Open,
L-P2-03046,28-05-2025,Partner Referral,Smart Mobility (EV/Parking),Midwest,J. Sullivan,Municipality,104291,P2,Qualified,
L-P2-03047,13-01-2025,Trade Show,Digital Signage,South,K. Romano,Campus,21316,P2,Disqualified,No response
L-P2-03048,09-01-2025,Outbound SDR,Smart Lighting,South,M. Okafor,Campus,16851,P2,Open,
L-P2-03049,11-05-2025 00:00,Outbound SDR,Digital Signage,Midwest,R. Alvarez,Mixed-Use Development,35092,P2,Disqualified,No budget
L-P2-03050,31-03-2025,Outbound SDR,Smart Buildings,Northeast,T. Chen,Enterprise Business,57065,P2,Open,
L-P2-03051,07-04-2025,EXISTING CLIENT UPSELL,Video Analytics,MIDWEST,D. Singh,Campus,16161,P2,Open,
L-P2-03052,31-May-25,Outbound SDR,Smart Buildings,South,K. Romano,Municipality,16168,P2,Qualified,
L-P2-03053,04/14/2025,Trade Show,Smart Lighting,Northeast,M. Okafor,Campus,42890,P2,Disqualified,Wrong fit
L-P2-03054,26-05-2025 00:00,Inbound Web Form,Digital Signage,South,R. Alvarez,Enterprise Business,28696,P2,Open,
L-P2-03055,27-01-2025,Outbound SDR,Smart Buildings,West,R. Alvarez,Enterprise Business,9878,P2,Qualified,
L-P2-03056,11-04-2025 00:00,Partner Referral,Digital Signage,Midwest,T. Chen,Campus,9494,P2,Disqualified,No budget
L-P2-03057,08-03-2025,Trade Show,Digital Signage,West,M. Okafor,Municipality,24364,P2,Disqualified,No response
L-P2-03058,19-07-2025 00:00,Inbound Web Form,Digital Signage,Midwest,L. Fitzgerald,Campus,27388,P2,Qualified,
L-P2-03059,28-Jan-25,Outbound SDR,Digital Signage,West,J. Sullivan,Multifamily Property,14546,P2,Open,
L-P2-03060,27-08-2025 00:00,Outbound SDR,Smart Buildings,Midwest,S. Patel,Multifamily Property,11617,P2,Disqualified,Wrong fit
L-P2-03061,17-06-2025,Inbound Web Form,Digital Signage,Northeast,R. Alvarez,Mixed-Use Development,16347,P2,Disqualified,Duplicate
L-P2-03062,23-Sep-25,Inbound Web Form,Digital Signage,Midwest,R. Alvarez,Multifamily Property,12115,P2,Open,
L-P2-03063,03-01-2025,Partner Referral,Smart Lighting,South,S. Patel,Mixed-Use Development,24187,P2,Open,
L-P2-03064,07-05-2025,Trade Show,Video Analytics,South,,Multifamily Property,81409,P2,Disqualified,No budget
L-P2-03065,28-04-2025 00:00,Cold Outreach,Smart Buildings,Northeast,L. Fitzgerald,Campus,18694,P2,Disqualified,No response
L-P2-03066,20-Jun-25,Partner Referral,Smart Buildings,West,J. Sullivan,Mixed-Use Development,92107,P2,Open,
L-P2-03067,09-Mar-25,Existing Client Upsell,Digital Signage,South,S. Patel,Mixed-Use Development,8000,P2,Disqualified,No budget
L-P2-03068,10-06-2025,Trade Show,Smart Lighting,,T. Chen,Campus,46482,P2,Open,
L-P2-03069,12-06-2025,Outbound SDR,Smart Mobility (EV/Parking),West,D. Singh,Enterprise Business,24110,P2,Disqualified,No response
L-P2-03070,03/22/2025,Existing Client Upsell,Smart Buildings,South,R. Alvarez,Municipality,25749,P2,Qualified,
L-P2-03071,03-Jun-25,Inbound Web Form,Smart Buildings,Midwest,T. Chen,Municipality,24584,P2,Open,
L-P2-03072,12-May-25,Trade Show,Smart Lighting,Northeast,T. Chen,Campus,29146,P2,Open,
L-P2-03073,05/19/2025,Cold Outreach,Video Analytics,Northeast,S. Patel,Mixed-Use Development,40124,P2,Qualified,
L-P2-03074,08/23/2025,Inbound Web Form,Digital Signage,South,T. Chen,Campus,33892,P2,Disqualified,Wrong fit
L-P2-03075,15-04-2025 00:00,Partner Referral,Digital Signage,Northeast,J. Sullivan,Campus,82859,P2,Disqualified,No response
L-P2-03076,27-01-2025,Outbound SDR,Digital Signage,Northeast,D. Singh,Campus,14672,P2,Disqualified,No budget
L-P2-03077,19-09-2025,Partner Referral,Smart Lighting,South,,Municipality,16938,P2,Disqualified,No response
L-P2-03078,14-Feb-25,Cold Outreach,Digital Signage,Midwest,R. Alvarez,Municipality,8000,P2,Qualified,
L-P2-03079,30-05-2025 00:00,Outbound SDR,Digital Signage,South,L. Fitzgerald,Mixed-Use Development,70052,P2,Disqualified,Wrong fit
L-P2-03080,24-03-2025,Inbound Web Form,Smart Buildings,Midwest,R. Alvarez,Mixed-Use Development,14783,P2,Open,
L-P2-03081,04/15/2025,INBOUND WEB FORM,Smart Lighting,WEST,D. Singh,Multifamily Property,17120,P2,Open,
L-P2-03082,09-08-2025,Partner Referral,Smart Mobility (EV/Parking),South,L. Fitzgerald,Enterprise Business,8427,P2,Open,
L-P2-03083,13-06-2025,Inbound Web Form,Smart Buildings,Northeast,T. Chen,Multifamily Property,49378,P2,Qualified,
L-P2-03084,07-02-2025,Partner Referral,Smart Lighting,Midwest,M. Okafor,Mixed-Use Development,9126,P2,Qualified,
L-P2-03085,09-09-2025,Outbound SDR,Smart Mobility (EV/Parking),Midwest,K. Romano,Enterprise Business,18554,P2,Open,
L-P2-03086,08/19/2025,Existing Client Upsell,Digital Signage,Northeast,J. Sullivan,Enterprise Business,13829,P2,Open,
L-P2-03087,15-07-2025,Inbound Web Form,Digital Signage,Northeast,D. Singh,Mixed-Use Development,24713,P2,Open,
L-P2-03088,28-Feb-25,Cold Outreach,Digital Signage,Northeast,R. Alvarez,Campus,24267,P2,Disqualified,No budget
L-P2-03089,19-06-2025,INBOUND WEB FORM,Smart Mobility (EV/Parking),NORTHEAST,T. Chen,Campus,34820,P2,Qualified,
L-P2-03090,04/22/2025,Inbound Web Form,Smart Mobility (EV/Parking),West,R. Alvarez,Multifamily Property,81189,P2,Open,
L-P2-03091,28-02-2025,Partner Referral,Video Analytics,West,,Municipality,13186,P2,Open,
L-P2-03092,16-Sep-25,Existing Client Upsell,Digital Signage,West,D. Singh,Campus,18344,P2,Disqualified,No budget
L-P2-03093,28-03-2025 00:00,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,D. Singh,Mixed-Use Development,68089,P2,Qualified,
L-P2-03094,12-03-2025,Partner Referral,Smart Lighting,Midwest,R. Alvarez,Multifamily Property,83387,P2,Open,
L-P2-03095,07/21/2025,TRADE SHOW,Digital Signage,MIDWEST,R. Alvarez,Campus,33289,P2,Disqualified,Duplicate
L-P2-03096,24-01-2025,Outbound SDR,Digital Signage,Northeast,R. Alvarez,Municipality,13082,P2,Open,
L-P2-03097,18-08-2025 00:00,Outbound SDR,Video Analytics,West,D. Singh,Multifamily Property,33501,P2,Qualified,
L-P2-03098,11-08-2025,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,L. Fitzgerald,Municipality,16066,P2,Open,
L-P2-03099,02-07-2025 00:00,Outbound SDR,Video Analytics,Northeast,M. Okafor,Enterprise Business,13398,P2,Open,
L-P2-03100,10-May-25,Cold Outreach,Smart Buildings,South,K. Romano,Campus,59008,P2,Open,
L-P2-03101,01-May-25,Outbound SDR,Video Analytics,South,J. Sullivan,Municipality,26030,P2,Open,
L-P2-03102,29-Mar-25,Outbound SDR,Digital Signage,Midwest,S. Patel,Mixed-Use Development,22598,P2,Open,
L-P2-03103,04/13/2025,Cold Outreach,Smart Buildings,West,L. Fitzgerald,Municipality,57823,P2,Disqualified,No response
L-P2-03104,08/21/2025,Inbound Web Form,Smart Lighting,Midwest,L. Fitzgerald,Municipality,8000,P2,Open,
L-P2-03105,04-05-2025,Partner Referral,Video Analytics,Midwest,T. Chen,Municipality,24324,P2,Open,
L-P2-03106,06/28/2025,Outbound SDR,Digital Signage,Midwest,R. Alvarez,Municipality,34290,P2,Qualified,
L-P2-03107,01/31/2025,Trade Show,Digital Signage,West,D. Singh,Multifamily Property,18848,P2,Qualified,
L-P2-03108,06/30/2025,EXISTING CLIENT UPSELL,Digital Signage,WEST,D. Singh,Multifamily Property,25213,P2,Disqualified,Duplicate
L-P2-03109,09/15/2025,Inbound Web Form,Video Analytics,South,M. Okafor,Enterprise Business,97502,P2,Open,
L-P2-03110,13-06-2025 00:00,Inbound Web Form,Smart Lighting,South,L. Fitzgerald,Enterprise Business,42309,P2,Open,
L-P2-03111,01-05-2025 00:00,Existing Client Upsell,Digital Signage,South,D. Singh,Mixed-Use Development,38641,P2,Qualified,
L-P2-03112,17-Jan-25,Inbound Web Form,Smart Lighting,Northeast,S. Patel,Multifamily Property,25346,P2,Qualified,
L-P2-03113,24-Apr-25,Outbound SDR,Smart Buildings,South,S. Patel,Campus,33851,P2,Open,
L-P2-03114,07/24/2025,Inbound Web Form,Smart Mobility (EV/Parking),South,R. Alvarez,Multifamily Property,12505,P2,Open,
L-P2-03115,07/25/2025,Inbound Web Form,Digital Signage,West,R. Alvarez,Municipality,24119,P2,Qualified,
L-P2-03116,27-03-2025,Inbound Web Form,Smart Lighting,South,T. Chen,Mixed-Use Development,13431,P2,Disqualified,No budget
L-P2-03117,09-11-2025,Cold Outreach,Smart Buildings,Midwest,D. Singh,Campus,15448,P2,Open,
L-P2-03118,09-05-2025 00:00,Trade Show,Video Analytics,Northeast,M. Okafor,Mixed-Use Development,13348,P2,Open,
L-P2-03119,16-01-2025 00:00,Existing Client Upsell,Smart Mobility (EV/Parking),South,D. Singh,Mixed-Use Development,48764,P2,Open,
L-P2-03120,27-05-2025 00:00,Trade Show,Smart Buildings,Northeast,M. Okafor,Mixed-Use Development,53054,P2,Open,
L-P2-03121,25-03-2025,PARTNER REFERRAL,Smart Lighting,SOUTH,R. Alvarez,Enterprise Business,10469,P2,Open,
L-P2-03122,04/30/2025,Partner Referral,Digital Signage,Northeast,R. Alvarez,Municipality,37956,P2,Qualified,
L-P2-03123,09-06-2025 00:00,Outbound SDR,Video Analytics,Midwest,M. Okafor,Enterprise Business,26029,P2,Open,
L-P2-03124,21-Jun-25,Existing Client Upsell,Smart Lighting,West,M. Okafor,Multifamily Property,24589,P2,Qualified,
L-P2-03125,07-09-2025 00:00,Inbound Web Form,Smart Buildings,Midwest,L. Fitzgerald,Multifamily Property,32005,P2,Disqualified,No budget
L-P2-03126,29-05-2025,Cold Outreach,Video Analytics,Northeast,K. Romano,Enterprise Business,14126,P2,Disqualified,Duplicate
L-P2-03127,28-Sep-25,Inbound Web Form,Digital Signage,South,M. Okafor,Multifamily Property,42372,P2,Open,
L-P2-03128,06/14/2025,Existing Client Upsell,Smart Mobility (EV/Parking),West,S. Patel,Mixed-Use Development,28001,P2,Disqualified,No response
L-P2-03129,17-Jun-25,Inbound Web Form,Video Analytics,West,T. Chen,Enterprise Business,16986,P2,Open,
L-P2-03130,09-11-2025,Partner Referral,Smart Mobility (EV/Parking),South,S. Patel,Mixed-Use Development,,P2,Open,
L-P2-03131,22-04-2025 00:00,Inbound Web Form,Smart Buildings,South,J. Sullivan,Campus,40279,P2,Open,
L-P2-03132,01/27/2025,OUTBOUND SDR,Smart Lighting,MIDWEST,S. Patel,Multifamily Property,31216,P2,Open,
L-P2-03133,11-03-2025 00:00,Existing Client Upsell,Video Analytics,West,L. Fitzgerald,Multifamily Property,28142,P2,Open,
L-P2-03134,28-Feb-25,Existing Client Upsell,Smart Buildings,Northeast,S. Patel,Enterprise Business,41296,P2,Disqualified,Duplicate
L-P2-03135,21-09-2025 00:00,Inbound Web Form,Digital Signage,South,R. Alvarez,Multifamily Property,23869,P2,Open,
L-P2-03136,09/17/2025,Existing Client Upsell,Video Analytics,West,L. Fitzgerald,Campus,83179,P2,Disqualified,Duplicate
L-P2-03137,04-01-2025,Trade Show,Smart Lighting,West,L. Fitzgerald,Multifamily Property,20550,P2,Open,
L-P2-03138,04/28/2025,Inbound Web Form,Smart Buildings,West,S. Patel,Multifamily Property,39551,P2,Open,
L-P2-03139,26-04-2025,Outbound SDR,Smart Mobility (EV/Parking),West,D. Singh,Multifamily Property,19436,P2,Disqualified,No response
L-P2-03140,03-06-2025,Outbound SDR,Smart Mobility (EV/Parking),West,R. Alvarez,Multifamily Property,72113,P2,Disqualified,No budget
L-P2-03141,17-06-2025,Existing Client Upsell,Smart Buildings,South,T. Chen,Municipality,31001,P2,Disqualified,Duplicate
L-P2-03142,15-08-2025,Inbound Web Form,Smart Lighting,Northeast,J. Sullivan,Municipality,60590,P2,Disqualified,Wrong fit
L-P2-03143,01/27/2025,Inbound Web Form,Smart Lighting,Northeast,L. Fitzgerald,Campus,35825,P2,Open,
L-P2-03144,27-01-2025,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,J. Sullivan,Multifamily Property,20997,P2,Disqualified,Wrong fit
L-P2-03145,05-07-2025,Outbound SDR,Smart Buildings,Northeast,S. Patel,Campus,63312,P2,Open,
L-P2-03146,02-09-2025,Cold Outreach,Smart Lighting,,D. Singh,Multifamily Property,9949,P2,Disqualified,Wrong fit
L-P2-03147,20-09-2025 00:00,Inbound Web Form,Smart Lighting,Northeast,T. Chen,Multifamily Property,15338,P2,Open,
L-P2-03148,04-Jul-25,Existing Client Upsell,Video Analytics,South,J. Sullivan,Multifamily Property,26099,P2,Qualified,
L-P2-03149,25-Apr-25,Trade Show,Smart Lighting,Northeast,M. Okafor,Enterprise Business,60478,P2,Open,
L-P2-03150,07-09-2025,Partner Referral,Smart Buildings,South,S. Patel,Multifamily Property,9961,P2,Disqualified,Wrong fit
L-P2-03151,15-02-2025,Partner Referral,Video Analytics,Midwest,L. Fitzgerald,Enterprise Business,49385,P2,Disqualified,Duplicate
L-P2-03152,28-06-2025 00:00,Existing Client Upsell,Smart Mobility (EV/Parking),West,S. Patel,Mixed-Use Development,58531,P2,Open,
L-P2-03153,08/30/2025,Outbound SDR,Smart Lighting,Northeast,D. Singh,Mixed-Use Development,12529,P2,Qualified,
L-P2-03154,28-Jun-25,Inbound Web Form,Smart Lighting,Northeast,J. Sullivan,Municipality,31727,P2,Qualified,
L-P2-03155,01/29/2025,Existing Client Upsell,Video Analytics,West,L. Fitzgerald,Multifamily Property,12861,P2,Open,
L-P2-03156,09-08-2025,Trade Show,Video Analytics,South,S. Patel,Enterprise Business,74114,P2,Disqualified,No budget
L-P2-03157,23-02-2025,Inbound Web Form,Digital Signage,Northeast,T. Chen,Multifamily Property,56762,P2,Open,
L-P2-03158,26-01-2025,Trade Show,Video Analytics,West,R. Alvarez,Enterprise Business,19987,P2,Open,
L-P2-03159,11-06-2025,Outbound SDR,Smart Lighting,West,J. Sullivan,Campus,14593,P2,Open,
L-P2-03160,30-07-2025,Outbound SDR,Digital Signage,South,J. Sullivan,Mixed-Use Development,30220,P2,Open,
L-P2-03161,25-05-2025,Inbound Web Form,Video Analytics,West,K. Romano,Multifamily Property,42924,P2,Open,
L-P2-03162,05-Aug-25,Inbound Web Form,Digital Signage,West,D. Singh,Mixed-Use Development,14883,P2,Open,
L-P2-03163,02-06-2025,Inbound Web Form,Smart Mobility (EV/Parking),West,J. Sullivan,Campus,59961,P2,Disqualified,Wrong fit
L-P2-03164,23-09-2025 00:00,EXISTING CLIENT UPSELL,Smart Lighting,SOUTH,T. Chen,Mixed-Use Development,25585,P2,Open,
L-P2-03165,28-04-2025 00:00,INBOUND WEB FORM,Digital Signage,WEST,J. Sullivan,Mixed-Use Development,34261,P2,Open,
L-P2-03166,23-09-2025,Existing Client Upsell,Smart Buildings,Midwest,S. Patel,Campus,25705,P2,Disqualified,No budget
L-P2-03167,08-04-2025,Partner Referral,Smart Buildings,West,K. Romano,Municipality,31622,P2,Qualified,
L-P2-03168,02-May-25,Inbound Web Form,Smart Buildings,South,T. Chen,Municipality,75052,P2,Open,
L-P2-03169,27-06-2025,Existing Client Upsell,Smart Buildings,South,R. Alvarez,Municipality,18519,P2,Open,
L-P2-03170,11-01-2025 00:00,Outbound SDR,Smart Buildings,West,K. Romano,Mixed-Use Development,36912,P2,Open,
L-P2-03171,13-Jun-25,Partner Referral,Video Analytics,South,D. Singh,Enterprise Business,29016,P2,Disqualified,Wrong fit
L-P2-03172,09/26/2025,Outbound SDR,Smart Buildings,Midwest,K. Romano,Mixed-Use Development,50804,P2,Disqualified,No response
L-P2-03173,16-Jan-25,Cold Outreach,Smart Buildings,West,J. Sullivan,Campus,17175,P2,Qualified,
L-P2-03174,30-03-2025 00:00,Inbound Web Form,Digital Signage,South,D. Singh,Enterprise Business,34062,P2,Open,
L-P2-03175,08-Apr-25,Cold Outreach,Smart Buildings,Northeast,L. Fitzgerald,Enterprise Business,25315,P2,Open,
L-P2-03176,14-Jul-25,Inbound Web Form,Video Analytics,Northeast,J. Sullivan,Enterprise Business,86037,P2,Disqualified,No budget
L-P2-03177,24-08-2025,Partner Referral,Smart Buildings,Northeast,M. Okafor,Campus,17442,P2,Qualified,
L-P2-03178,11-Jul-25,Trade Show,Smart Mobility (EV/Parking),West,R. Alvarez,Campus,17856,P2,Qualified,
L-P2-03179,28-01-2025 00:00,Trade Show,Smart Mobility (EV/Parking),Midwest,J. Sullivan,Enterprise Business,10820,P2,Disqualified,Duplicate
L-P2-03180,07-09-2025,Outbound SDR,Smart Buildings,South,M. Okafor,Municipality,17005,P2,Open,
L-P2-03181,01/15/2025,Inbound Web Form,Video Analytics,West,L. Fitzgerald,Mixed-Use Development,11552,P2,Qualified,
L-P2-03182,25-Sep-25,Inbound Web Form,Smart Mobility (EV/Parking),South,J. Sullivan,Municipality,33300,P2,Disqualified,Duplicate
L-P2-03183,30-01-2025 00:00,Trade Show,Smart Buildings,South,S. Patel,Municipality,19183,P2,Disqualified,No budget
L-P2-03184,03-Jun-25,Existing Client Upsell,Video Analytics,Midwest,D. Singh,Multifamily Property,51724,P2,Disqualified,Duplicate
L-P2-03185,27-Mar-25,Inbound Web Form,Digital Signage,Midwest,M. Okafor,Municipality,15938,P2,Open,
L-P2-03186,13-04-2025 00:00,OUTBOUND SDR,Digital Signage,MIDWEST,R. Alvarez,Mixed-Use Development,8000,P2,Open,
L-P2-03187,02/15/2025,Partner Referral,Smart Lighting,West,K. Romano,Enterprise Business,61004,P2,Open,
L-P2-03188,04/15/2025,Trade Show,Video Analytics,West,R. Alvarez,Mixed-Use Development,10635,P2,Qualified,
L-P2-03189,19-08-2025 00:00,Cold Outreach,Smart Buildings,Northeast,R. Alvarez,Municipality,20702,P2,Qualified,
L-P2-03190,19-02-2025,Outbound SDR,Smart Lighting,Northeast,D. Singh,Municipality,41408,P2,Open,
L-P2-03191,07/19/2025,Trade Show,Video Analytics,Northeast,R. Alvarez,Municipality,25159,P2,Open,
L-P2-03192,24-08-2025 00:00,Partner Referral,Smart Buildings,South,T. Chen,Enterprise Business,53763,P2,Qualified,
L-P2-03193,01-02-2025,Outbound SDR,Smart Lighting,West,T. Chen,Enterprise Business,28349,P2,Disqualified,Wrong fit
L-P2-03194,26-03-2025 00:00,Existing Client Upsell,Smart Buildings,West,T. Chen,Municipality,9170,P2,Disqualified,No response
L-P2-03195,01/27/2025,Existing Client Upsell,Smart Lighting,South,K. Romano,Municipality,47887,P2,Qualified,
L-P2-03196,01-01-2025,Inbound Web Form,Video Analytics,South,J. Sullivan,Campus,31028,P2,Qualified,
L-P2-03197,18-01-2025,Trade Show,Smart Lighting,West,T. Chen,Mixed-Use Development,9008,P2,Open,
L-P2-03198,18-01-2025,Outbound SDR,Smart Lighting,South,L. Fitzgerald,Campus,55552,P2,Qualified,
L-P2-03199,16-06-2025 00:00,Inbound Web Form,Smart Lighting,Northeast,T. Chen,Enterprise Business,22950,P2,Open,
L-P2-03200,01/29/2025,Outbound SDR,Smart Lighting,South,M. Okafor,Enterprise Business,14908,P2,Open,
L-P2-03201,08-03-2025 00:00,Inbound Web Form,Smart Lighting,Northeast,T. Chen,Municipality,26922,P2,Open,
L-P2-03202,27-Jul-25,Inbound Web Form,Smart Lighting,Northeast,J. Sullivan,Multifamily Property,39578,P2,Disqualified,Duplicate
L-P2-03203,13-Jan-25,Outbound SDR,Video Analytics,Northeast,K. Romano,Enterprise Business,32808,P2,Qualified,
L-P2-03204,13-08-2025,Trade Show,Video Analytics,West,T. Chen,Multifamily Property,163413,P2,Open,
L-P2-03205,07-12-2025,Outbound SDR,Smart Buildings,Midwest,S. Patel,Campus,41024,P2,Open,
L-P2-03206,14-01-2025,Partner Referral,Digital Signage,West,R. Alvarez,Mixed-Use Development,20887,P2,Open,
L-P2-03207,21-04-2025 00:00,Inbound Web Form,Video Analytics,South,M. Okafor,Mixed-Use Development,59892,P2,Disqualified,No response
L-P2-03208,08/25/2025,Trade Show,Smart Buildings,South,D. Singh,Enterprise Business,22901,P2,Open,
L-P2-03209,06-08-2025,Existing Client Upsell,Smart Buildings,Midwest,M. Okafor,Multifamily Property,21611,P2,Open,
L-P2-03210,11-01-2025,Inbound Web Form,Smart Lighting,South,L. Fitzgerald,Campus,28954,P2,Disqualified,No response
L-P2-03211,17-06-2025,Inbound Web Form,Smart Lighting,South,K. Romano,Campus,33244,P2,Qualified,
L-P2-03212,06-09-2025 00:00,Existing Client Upsell,Digital Signage,Northeast,J. Sullivan,Multifamily Property,29896,P2,Open,
L-P2-03213,05-01-2025,Outbound SDR,Smart Buildings,Northeast,T. Chen,Campus,16576,P2,Disqualified,No response
L-P2-03214,14-04-2025,Inbound Web Form,Smart Mobility (EV/Parking),South,J. Sullivan,Campus,44889,P2,Open,
L-P2-03215,24-Aug-25,Inbound Web Form,Digital Signage,Midwest,S. Patel,Municipality,28777,P2,Qualified,
L-P2-03216,20-Aug-25,Inbound Web Form,Smart Mobility (EV/Parking),South,R. Alvarez,Multifamily Property,42834,P2,Open,
L-P2-03217,03-08-2025,INBOUND WEB FORM,Smart Mobility (EV/Parking),SOUTH,M. Okafor,Enterprise Business,36037,P2,Open,
L-P2-03218,12-09-2025,Inbound Web Form,Smart Mobility (EV/Parking),South,M. Okafor,Mixed-Use Development,18925,P2,Open,
L-P2-03219,08/29/2025,Inbound Web Form,Video Analytics,Midwest,L. Fitzgerald,Multifamily Property,9954,P2,Qualified,
L-P2-03220,15-09-2025 00:00,Inbound Web Form,Digital Signage,Midwest,J. Sullivan,Multifamily Property,19668,P2,Open,
L-P2-03221,03-06-2025,Inbound Web Form,Smart Buildings,West,L. Fitzgerald,Campus,19433,P2,Open,
L-P2-03222,02-03-2025,Existing Client Upsell,Smart Mobility (EV/Parking),West,T. Chen,Enterprise Business,27423,P2,Open,
L-P2-03223,16-03-2025,Inbound Web Form,Smart Mobility (EV/Parking),South,D. Singh,Enterprise Business,64383,P2,Open,
L-P2-03224,07-Sep-25,Cold Outreach,Smart Lighting,Midwest,J. Sullivan,Campus,19663,P2,Qualified,
L-P2-03225,16-Jun-25,Inbound Web Form,Digital Signage,Northeast,S. Patel,Multifamily Property,28335,P2,Disqualified,Duplicate
L-P2-03226,27-06-2025,Cold Outreach,Smart Mobility (EV/Parking),South,R. Alvarez,Multifamily Property,17606,P2,Qualified,
L-P2-03227,06-Feb-25,Inbound Web Form,Smart Lighting,West,K. Romano,Municipality,83235,P2,Disqualified,Duplicate
L-P2-03228,05/25/2025,Existing Client Upsell,Video Analytics,South,T. Chen,Municipality,25348,P2,Open,
L-P2-03229,14-07-2025,Partner Referral,Smart Lighting,Midwest,D. Singh,Municipality,25091,P2,Qualified,
L-P2-03230,31-Jul-25,Inbound Web Form,Video Analytics,West,S. Patel,Municipality,65198,P2,Open,
L-P2-03231,26-Sep-25,Inbound Web Form,Digital Signage,Midwest,K. Romano,Enterprise Business,16716,P2,Disqualified,No budget
L-P2-03232,05-Jun-25,Partner Referral,Video Analytics,West,M. Okafor,Campus,21232,P2,Open,
L-P2-03233,31-03-2025 00:00,Inbound Web Form,Smart Buildings,West,K. Romano,Enterprise Business,18109,P2,Open,
L-P2-03234,04-01-2025,Trade Show,Smart Lighting,West,,Enterprise Business,27536,P2,Qualified,
L-P2-03235,04-08-2025 00:00,Outbound SDR,Video Analytics,West,K. Romano,Enterprise Business,67430,P2,Qualified,
L-P2-03236,06-02-2025,Trade Show,Digital Signage,Northeast,S. Patel,Mixed-Use Development,16850,P2,Open,
L-P2-03237,02-05-2025,Partner Referral,Smart Lighting,South,R. Alvarez,Mixed-Use Development,23242,P2,Disqualified,No response
L-P2-03238,25-06-2025,Inbound Web Form,Video Analytics,Northeast,M. Okafor,Enterprise Business,215973,P2,Disqualified,No budget
L-P2-03239,23-04-2025,Trade Show,Smart Buildings,Midwest,D. Singh,Municipality,131061,P2,Disqualified,Wrong fit
L-P2-03240,07-01-2025,INBOUND WEB FORM,Video Analytics,MIDWEST,R. Alvarez,Campus,28740,P2,Disqualified,No response
L-P2-03241,20-Jun-25,Cold Outreach,Smart Buildings,Midwest,J. Sullivan,Municipality,49190,P2,Open,
L-P2-03242,02-01-2025,Partner Referral,Smart Lighting,Midwest,L. Fitzgerald,Campus,25718,P2,Open,
L-P2-03243,24-04-2025 00:00,Partner Referral,Digital Signage,Midwest,M. Okafor,Municipality,20282,P2,Open,
