index,lead_id,created_date,lead_source,product_line,region,nam_owner,client_type,deal_value_usd,period,lead_status,disqualified_reason,is_deal_value_outlier
5238,L-P2-01839,01-07-2025,Partner Referral,Smart Lighting,Northeast,M. Okafor,Enterprise Business,17032,P2,Qualified,,FALSE
5239,L-P2-01840,13-04-2025,Trade Show,Smart Mobility (EV/Parking),South,J. Sullivan,Municipality,38122,P2,Open,,FALSE
5240,L-P2-01841,13-04-2025,Existing Client Upsell,Digital Signage,Northeast,T. Chen,Multifamily Property,26790,P2,Disqualified,Duplicate,FALSE
5241,L-P2-01842,21-03-2025,Inbound Web Form,Smart Mobility (EV/Parking),West,M. Okafor,Municipality,28428,P2,Disqualified,No response,FALSE
5242,L-P2-01843,06-02-2025,Inbound Web Form,Smart Mobility (EV/Parking),Unknown,T. Chen,Multifamily Property,27937,P2,Disqualified,No response,FALSE
5243,L-P2-01844,31-05-2025,Inbound Web Form,Video Analytics,West,D. Singh,Multifamily Property,13332,P2,Open,,FALSE
5244,L-P2-01845,15-08-2025,Trade Show,Smart Lighting,West,J. Sullivan,Multifamily Property,15050,P2,Qualified,,FALSE
5245,L-P2-01846,26-04-2025,Outbound Sdr,Smart Lighting,South,M. Okafor,Campus,39269,P2,Disqualified,No response,FALSE
5246,L-P2-01847,24-09-2025,Inbound Web Form,Smart Lighting,West,M. Okafor,Enterprise Business,27287,P2,Qualified,,FALSE
5247,L-P2-01848,26-02-2025,Inbound Web Form,Smart Buildings,Midwest,M. Okafor,Multifamily Property,25109,P2,Disqualified,No response,FALSE
5248,L-P2-01849,17-09-2025,Trade Show,Smart Lighting,West,S. Patel,Campus,39302,P2,Open,,FALSE
5249,L-P2-01850,18-08-2025,Partner Referral,Smart Mobility (EV/Parking),Midwest,T. Chen,Enterprise Business,28923,P2,Open,,FALSE
5250,L-P2-01851,06-03-2025,Existing Client Upsell,Video Analytics,West,D. Singh,Campus,28720,P2,Open,,FALSE
5251,L-P2-01852,09-08-2025,Existing Client Upsell,Smart Buildings,South,T. Chen,Campus,12931,P2,Open,,FALSE
5252,L-P2-01853,22-07-2025,Outbound Sdr,Video Analytics,Northeast,R. Alvarez,Enterprise Business,28575,P2,Open,,FALSE
5253,L-P2-01854,20-04-2025,Existing Client Upsell,Smart Lighting,South,L. Fitzgerald,Municipality,45292,P2,Open,,FALSE
5254,L-P2-01855,16-05-2025,Inbound Web Form,Video Analytics,South,M. Okafor,Enterprise Business,12134,P2,Disqualified,Duplicate,FALSE
5255,L-P2-01856,06-05-2025,Inbound Web Form,Digital Signage,Northeast,K. Romano,Enterprise Business,42633,P2,Disqualified,No response,FALSE
5256,L-P2-01857,09-10-2025,Outbound Sdr,Smart Buildings,Midwest,J. Sullivan,Campus,20944,P2,Open,,FALSE
5257,L-P2-01858,24-09-2025,Partner Referral,Smart Lighting,Midwest,L. Fitzgerald,Campus,148477,P2,Open,,TRUE
5258,L-P2-01859,18-05-2025,Outbound Sdr,Video Analytics,West,R. Alvarez,Mixed-Use Development,24398,P2,Open,,FALSE
5259,L-P2-01860,21-02-2025,Outbound Sdr,Smart Buildings,South,K. Romano,Multifamily Property,60919,P2,Disqualified,No response,FALSE
5260,L-P2-01861,07-08-2025,Trade Show,Video Analytics,South,K. Romano,Enterprise Business,20474,P2,Open,,FALSE
5261,L-P2-01862,14-01-2025,Partner Referral,Smart Lighting,Northeast,S. Patel,Campus,15448,P2,Qualified,,FALSE
5262,L-P2-01863,29-09-2025,Outbound Sdr,Smart Buildings,Unknown,K. Romano,Multifamily Property,14331,P2,Open,,FALSE
5263,L-P2-01864,17-02-2025,Partner Referral,Smart Mobility (EV/Parking),South,L. Fitzgerald,Campus,37292,P2,Open,,FALSE
5264,L-P2-01865,26-01-2025,Existing Client Upsell,Smart Lighting,Midwest,L. Fitzgerald,Enterprise Business,19892,P2,Qualified,,FALSE
5265,L-P2-01866,15-08-2025,Trade Show,Smart Lighting,Northeast,S. Patel,Municipality,38048,P2,Qualified,,FALSE
5266,L-P2-01867,29-05-2025,Trade Show,Smart Lighting,Northeast,K. Romano,Enterprise Business,44360,P2,Disqualified,No budget,FALSE
5267,L-P2-01868,25-08-2025,Trade Show,Smart Mobility (EV/Parking),West,M. Okafor,Enterprise Business,10402,P2,Qualified,,FALSE
5268,L-P2-01869,29-05-2025,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,R. Alvarez,Municipality,23345,P2,Disqualified,No budget,FALSE
5269,L-P2-01870,31-05-2025,Partner Referral,Smart Mobility (EV/Parking),West,T. Chen,Multifamily Property,16442,P2,Disqualified,No response,FALSE
5270,L-P2-01871,23-09-2025,Partner Referral,Smart Buildings,South,M. Okafor,Municipality,17582,P2,Qualified,,FALSE
5271,L-P2-01872,18-03-2025,Cold Outreach,Smart Buildings,South,K. Romano,Multifamily Property,141864,P2,Disqualified,Wrong fit,TRUE
5272,L-P2-01873,02-04-2025,Partner Referral,Digital Signage,Northeast,M. Okafor,Mixed-Use Development,14552,P2,Qualified,,FALSE
5273,L-P2-01874,03-02-2025,Existing Client Upsell,Digital Signage,Northeast,R. Alvarez,Multifamily Property,41500,P2,Qualified,,FALSE
5274,L-P2-01875,16-06-2025,Inbound Web Form,Video Analytics,Northeast,D. Singh,Multifamily Property,51916,P2,Disqualified,Wrong fit,FALSE
5275,L-P2-01876,11-04-2025,Inbound Web Form,Video Analytics,Northeast,D. Singh,Municipality,22928,P2,Disqualified,No response,FALSE
5276,L-P2-01877,07-07-2025,Inbound Web Form,Video Analytics,Northeast,K. Romano,Enterprise Business,41521,P2,Qualified,,FALSE
5277,L-P2-01878,07-01-2025,Inbound Web Form,Digital Signage,South,M. Okafor,Mixed-Use Development,24895,P2,Disqualified,Wrong fit,FALSE
5278,L-P2-01879,04-10-2025,Existing Client Upsell,Smart Lighting,Midwest,R. Alvarez,Multifamily Property,33317,P2,Qualified,,FALSE
5279,L-P2-01880,03-02-2025,Outbound Sdr,Smart Mobility (EV/Parking),South,T. Chen,Municipality,20407,P2,Qualified,,FALSE
5280,L-P2-01881,02-02-2025,Inbound Web Form,Smart Buildings,West,K. Romano,Campus,36047,P2,Qualified,,FALSE
5281,L-P2-01882,02-06-2025,Inbound Web Form,Video Analytics,Midwest,J. Sullivan,Municipality,18007,P2,Open,,FALSE
5282,L-P2-01883,17-01-2025,Existing Client Upsell,Smart Mobility (EV/Parking),Midwest,L. Fitzgerald,Campus,27016,P2,Disqualified,Wrong fit,FALSE
5283,L-P2-01884,13-03-2025,Partner Referral,Digital Signage,South,R. Alvarez,Enterprise Business,28809,P2,Qualified,,FALSE
5284,L-P2-01885,10-08-2025,Existing Client Upsell,Smart Mobility (EV/Parking),South,J. Sullivan,Enterprise Business,12911,P2,Open,,FALSE
5285,L-P2-01886,13-03-2025,Outbound Sdr,Smart Lighting,South,L. Fitzgerald,Multifamily Property,38360,P2,Qualified,,FALSE
5286,L-P2-01887,13-07-2025,Inbound Web Form,Smart Lighting,South,M. Okafor,Enterprise Business,11899,P2,Disqualified,No response,FALSE
5287,L-P2-01888,14-09-2025,Inbound Web Form,Smart Buildings,Northeast,J. Sullivan,Campus,59872,P2,Open,,FALSE
5288,L-P2-01889,01-03-2025,Partner Referral,Smart Buildings,South,S. Patel,Mixed-Use Development,17591,P2,Disqualified,Wrong fit,FALSE
5289,L-P2-01890,02-02-2025,Outbound Sdr,Video Analytics,West,S. Patel,Municipality,46198,P2,Open,,FALSE
5290,L-P2-01891,07-10-2025,Existing Client Upsell,Digital Signage,South,D. Singh,Multifamily Property,22742,P2,Open,,FALSE
5291,L-P2-01892,27-09-2025,Outbound Sdr,Smart Mobility (EV/Parking),Midwest,J. Sullivan,Mixed-Use Development,24293,P2,Open,,FALSE
5292,L-P2-01893,26-07-2025,Partner Referral,Digital Signage,Northeast,D. Singh,Campus,26776,P2,Open,,FALSE
5293,L-P2-01894,17-08-2025,Inbound Web Form,Video Analytics,Northeast,K. Romano,Multifamily Property,9672,P2,Open,,FALSE
5294,L-P2-01895,18-05-2025,Partner Referral,Smart Buildings,Northeast,S. Patel,Mixed-Use Development,34160,P2,Disqualified,No response,FALSE
5295,L-P2-01896,02-09-2025,Partner Referral,Digital Signage,West,D. Singh,Campus,16743,P2,Disqualified,Duplicate,FALSE
5296,L-P2-01897,07-09-2025,Outbound Sdr,Smart Mobility (EV/Parking),Northeast,L. Fitzgerald,Campus,32649,P2,Open,,FALSE
5297,L-P2-01898,05-07-2025,Outbound Sdr,Smart Buildings,Midwest,M. Okafor,Mixed-Use Development,14769,P2,Disqualified,Duplicate,FALSE
5298,L-P2-01899,10-04-2025,Outbound Sdr,Smart Buildings,Midwest,S. Patel,Multifamily Property,30972,P2,Open,,FALSE
5299,L-P2-01900,25-09-2025,Outbound Sdr,Video Analytics,South,L. Fitzgerald,Enterprise Business,42335,P2,Qualified,,FALSE
5300,L-P2-01901,19-03-2025,Outbound Sdr,Video Analytics,West,M. Okafor,Mixed-Use Development,66722,P2,Open,,FALSE
5301,L-P2-01902,30-03-2025,Trade Show,Smart Lighting,South,D. Singh,Campus,10588,P2,Disqualified,No response,FALSE
5302,L-P2-01903,02-01-2025,Inbound Web Form,Smart Lighting,Northeast,J. Sullivan,Mixed-Use Development,35855,P2,Disqualified,No response,FALSE
5303,L-P2-01904,24-09-2025,Existing Client Upsell,Smart Mobility (EV/Parking),West,L. Fitzgerald,Campus,10192,P2,Disqualified,No budget,FALSE
5304,L-P2-01905,16-03-2025,Inbound Web Form,Video Analytics,Northeast,S. Patel,Municipality,11921,P2,Disqualified,Wrong fit,FALSE
5305,L-P2-01906,25-01-2025,Trade Show,Smart Buildings,South,R. Alvarez,Multifamily Property,12617,P2,Open,,FALSE
5306,L-P2-01907,08-08-2025,Existing Client Upsell,Smart Lighting,Northeast,D. Singh,Mixed-Use Development,112194,P2,Disqualified,Wrong fit,TRUE
5307,L-P2-01908,26-07-2025,Outbound Sdr,Smart Mobility (EV/Parking),West,D. Singh,Municipality,37165,P2,Open,,FALSE
5308,L-P2-01909,28-07-2025,Inbound Web Form,Digital Signage,West,D. Singh,Campus,14547,P2,Disqualified,No budget,FALSE
5309,L-P2-01910,20-08-2025,Trade Show,Video Analytics,Midwest,M. Okafor,Campus,18472,P2,Qualified,,FALSE
5310,L-P2-01911,04-03-2025,Partner Referral,Smart Buildings,Midwest,J. Sullivan,Campus,42384,P2,Qualified,,FALSE
5311,L-P2-01912,26-02-2025,Inbound Web Form,Smart Buildings,Northeast,R. Alvarez,Mixed-Use Development,18036,P2,Disqualified,No budget,FALSE
5312,L-P2-01913,16-02-2025,Outbound Sdr,Smart Mobility (EV/Parking),Northeast,S. Patel,Enterprise Business,32315,P2,Disqualified,No budget,FALSE
5313,L-P2-01914,04-09-2025,Outbound Sdr,Smart Mobility (EV/Parking),South,R. Alvarez,Municipality,8505,P2,Disqualified,Duplicate,FALSE
5314,L-P2-01915,05-07-2025,Outbound Sdr,Smart Mobility (EV/Parking),South,J. Sullivan,Mixed-Use Development,19531,P2,Open,,FALSE
5315,L-P2-01916,24-09-2025,Cold Outreach,Video Analytics,West,K. Romano,Mixed-Use Development,22959,P2,Open,,FALSE
5316,L-P2-01917,07-08-2025,Existing Client Upsell,Digital Signage,South,M. Okafor,Campus,10727,P2,Open,,FALSE
5317,L-P2-01918,31-03-2025,Trade Show,Smart Buildings,West,K. Romano,Mixed-Use Development,56637,P2,Disqualified,No response,FALSE
5318,L-P2-01919,11-07-2025,Trade Show,Smart Buildings,Northeast,Unassigned,Enterprise Business,24677,P2,Open,,FALSE
5319,L-P2-01920,21-02-2025,Partner Referral,Smart Mobility (EV/Parking),Midwest,K. Romano,Mixed-Use Development,10630,P2,Open,,FALSE
5320,L-P2-01921,20-02-2025,Existing Client Upsell,Smart Mobility (EV/Parking),South,L. Fitzgerald,Enterprise Business,9423,P2,Qualified,,FALSE
5321,L-P2-01922,22-01-2025,Outbound Sdr,Smart Buildings,South,J. Sullivan,Multifamily Property,27977,P2,Open,,FALSE
5322,L-P2-01923,19-05-2025,Partner Referral,Smart Mobility (EV/Parking),West,D. Singh,Multifamily Property,19790,P2,Disqualified,No budget,FALSE
5323,L-P2-01924,30-06-2025,Outbound Sdr,Smart Mobility (EV/Parking),South,R. Alvarez,Enterprise Business,15063,P2,Disqualified,Wrong fit,FALSE
5324,L-P2-01925,02-06-2025,Outbound Sdr,Smart Buildings,Northeast,D. Singh,Enterprise Business,19927,P2,Open,,FALSE
5325,L-P2-01926,12-06-2025,Inbound Web Form,Smart Buildings,Northeast,D. Singh,Campus,23467,P2,Open,,FALSE
5326,L-P2-01927,18-01-2025,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,J. Sullivan,Campus,8000,P2,Qualified,,FALSE
5327,L-P2-01928,19-04-2025,Existing Client Upsell,Smart Buildings,Midwest,D. Singh,Municipality,67676,P2,Disqualified,Wrong fit,FALSE
5328,L-P2-01929,25-06-2025,Inbound Web Form,Smart Buildings,West,T. Chen,Multifamily Property,16532,P2,Disqualified,No budget,FALSE
5329,L-P2-01930,03-11-2025,Partner Referral,Smart Lighting,Midwest,K. Romano,Multifamily Property,33643,P2,Open,,FALSE
5330,L-P2-01931,14-09-2025,Partner Referral,Smart Mobility (EV/Parking),West,T. Chen,Mixed-Use Development,22398,P2,Open,,FALSE
5331,L-P2-01932,31-05-2025,Inbound Web Form,Video Analytics,South,S. Patel,Multifamily Property,59897,P2,Qualified,,FALSE
5332,L-P2-01933,17-07-2025,Inbound Web Form,Smart Lighting,South,M. Okafor,Campus,36910,P2,Open,,FALSE
5333,L-P2-01934,09-12-2025,Outbound Sdr,Smart Buildings,South,M. Okafor,Campus,24678,P2,Open,,FALSE
5334,L-P2-01935,10-06-2025,Inbound Web Form,Digital Signage,South,M. Okafor,Enterprise Business,13581,P2,Open,,FALSE
5335,L-P2-01936,16-05-2025,Partner Referral,Smart Buildings,Northeast,S. Patel,Campus,18958,P2,Disqualified,No response,FALSE
5336,L-P2-01937,31-07-2025,Partner Referral,Video Analytics,Unknown,M. Okafor,Enterprise Business,44813,P2,Qualified,,FALSE
5337,L-P2-01938,04-03-2025,Partner Referral,Smart Buildings,Northeast,K. Romano,Mixed-Use Development,16932,P2,Qualified,,FALSE
5338,L-P2-01939,01-02-2025,Partner Referral,Video Analytics,West,T. Chen,Campus,39215,P2,Disqualified,Duplicate,FALSE
5339,L-P2-01940,15-08-2025,Partner Referral,Digital Signage,South,S. Patel,Enterprise Business,29342,P2,Qualified,,FALSE
5340,L-P2-01941,08-09-2025,Inbound Web Form,Digital Signage,Northeast,K. Romano,Enterprise Business,26122,P2,Open,,FALSE
5341,L-P2-01942,06-06-2025,Trade Show,Smart Buildings,Northeast,J. Sullivan,Municipality,17997,P2,Disqualified,No response,FALSE
5342,L-P2-01943,29-08-2025,Partner Referral,Digital Signage,West,L. Fitzgerald,Multifamily Property,79789,P2,Open,,TRUE
5343,L-P2-01944,07-08-2025,Inbound Web Form,Smart Lighting,Midwest,D. Singh,Multifamily Property,22827,P2,Disqualified,No budget,FALSE
5344,L-P2-01945,21-06-2025,Inbound Web Form,Smart Lighting,West,J. Sullivan,Enterprise Business,47307,P2,Open,,FALSE
5345,L-P2-01946,14-07-2025,Existing Client Upsell,Smart Buildings,Northeast,M. Okafor,Campus,78191,P2,Disqualified,Duplicate,FALSE
5346,L-P2-01947,17-04-2025,Trade Show,Video Analytics,West,J. Sullivan,Campus,19853,P2,Open,,FALSE
5347,L-P2-01948,17-06-2025,Inbound Web Form,Smart Lighting,South,D. Singh,Enterprise Business,42916,P2,Open,,FALSE
5348,L-P2-01949,31-08-2025,Inbound Web Form,Smart Mobility (EV/Parking),Unknown,K. Romano,Municipality,8544,P2,Disqualified,No response,FALSE
5349,L-P2-01950,22-08-2025,Inbound Web Form,Smart Mobility (EV/Parking),South,K. Romano,Campus,17622,P2,Qualified,,FALSE
5350,L-P2-01951,14-08-2025,Partner Referral,Smart Buildings,Midwest,M. Okafor,Multifamily Property,74552,P2,Disqualified,No response,FALSE
5351,L-P2-01952,13-02-2025,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,M. Okafor,Municipality,60314,P2,Open,,FALSE
5352,L-P2-01953,25-08-2025,Inbound Web Form,Smart Buildings,Midwest,M. Okafor,Campus,25072,P2,Disqualified,Duplicate,FALSE
5353,L-P2-01954,07-03-2025,Trade Show,Smart Buildings,South,R. Alvarez,Enterprise Business,24064,P2,Disqualified,Wrong fit,FALSE
5354,L-P2-01955,22-09-2025,Trade Show,Video Analytics,Midwest,J. Sullivan,Campus,39539,P2,Disqualified,No budget,FALSE
5355,L-P2-01956,31-07-2025,Inbound Web Form,Smart Lighting,West,R. Alvarez,Mixed-Use Development,50728,P2,Disqualified,Duplicate,FALSE
5356,L-P2-01957,30-03-2025,Trade Show,Smart Buildings,Midwest,J. Sullivan,Multifamily Property,42488,P2,Disqualified,Duplicate,FALSE
5357,L-P2-01958,08-11-2025,Existing Client Upsell,Smart Mobility (EV/Parking),Midwest,J. Sullivan,Multifamily Property,188413,P2,Open,,TRUE
5358,L-P2-01959,02-08-2025,Outbound Sdr,Smart Buildings,Northeast,L. Fitzgerald,Enterprise Business,10178,P2,Disqualified,Wrong fit,FALSE
5359,L-P2-01960,20-01-2025,Trade Show,Smart Buildings,Northeast,R. Alvarez,Mixed-Use Development,93582,P2,Disqualified,Duplicate,TRUE
5360,L-P2-01961,03-09-2025,Inbound Web Form,Digital Signage,South,S. Patel,Campus,17960,P2,Disqualified,Wrong fit,FALSE
5361,L-P2-01962,23-05-2025,Outbound Sdr,Digital Signage,South,K. Romano,Municipality,24626,P2,Disqualified,No budget,FALSE
5362,L-P2-01963,15-08-2025,Existing Client Upsell,Smart Mobility (EV/Parking),West,J. Sullivan,Mixed-Use Development,79809,P2,Disqualified,No budget,TRUE
5363,L-P2-01964,29-03-2025,Existing Client Upsell,Digital Signage,South,R. Alvarez,Multifamily Property,14558,P2,Qualified,,FALSE
5364,L-P2-01965,06-08-2025,Inbound Web Form,Smart Lighting,West,M. Okafor,Municipality,8097,P2,Disqualified,Wrong fit,FALSE
5365,L-P2-01966,17-05-2025,Inbound Web Form,Digital Signage,Northeast,D. Singh,Mixed-Use Development,19930,P2,Open,,FALSE
5366,L-P2-01967,30-07-2025,Partner Referral,Digital Signage,South,L. Fitzgerald,Mixed-Use Development,73510,P2,Disqualified,Duplicate,FALSE
5367,L-P2-01968,14-05-2025,Outbound Sdr,Video Analytics,Northeast,J. Sullivan,Enterprise Business,16204,P2,Open,,FALSE
5368,L-P2-01969,01-05-2025,Partner Referral,Smart Lighting,Midwest,R. Alvarez,Campus,18629,P2,Disqualified,Wrong fit,FALSE
5369,L-P2-01970,20-07-2025,Inbound Web Form,Smart Mobility (EV/Parking),South,S. Patel,Municipality,24822,P2,Open,,FALSE
5370,L-P2-01971,13-04-2025,Outbound Sdr,Smart Mobility (EV/Parking),West,K. Romano,Mixed-Use Development,15762,P2,Qualified,,FALSE
5371,L-P2-01972,23-03-2025,Outbound Sdr,Smart Buildings,Midwest,D. Singh,Campus,50184,P2,Qualified,,FALSE
5372,L-P2-01973,14-04-2025,Outbound Sdr,Video Analytics,South,L. Fitzgerald,Multifamily Property,36183,P2,Open,,FALSE
5373,L-P2-01974,26-09-2025,Trade Show,Smart Lighting,Midwest,T. Chen,Mixed-Use Development,195562,P2,Qualified,,TRUE
5374,L-P2-01975,06-04-2025,Trade Show,Smart Buildings,South,S. Patel,Enterprise Business,37243,P2,Disqualified,No response,FALSE
5375,L-P2-01976,08-01-2025,Inbound Web Form,Smart Lighting,Northeast,Unassigned,Municipality,33067,P2,Disqualified,No response,FALSE
5376,L-P2-01977,06-04-2025,Inbound Web Form,Smart Buildings,West,M. Okafor,Enterprise Business,32354,P2,Qualified,,FALSE
5377,L-P2-01978,05-04-2025,Inbound Web Form,Video Analytics,West,L. Fitzgerald,Municipality,48807,P2,Disqualified,Duplicate,FALSE
5378,L-P2-01979,29-01-2025,Trade Show,Smart Mobility (EV/Parking),West,M. Okafor,Multifamily Property,32961,P2,Open,,FALSE
5379,L-P2-01980,30-01-2025,Existing Client Upsell,Video Analytics,South,M. Okafor,Multifamily Property,8000,P2,Qualified,,FALSE
5380,L-P2-01981,28-09-2025,Trade Show,Smart Lighting,West,T. Chen,Mixed-Use Development,10573,P2,Open,,FALSE
5381,L-P2-01982,06-08-2025,Inbound Web Form,Smart Buildings,South,L. Fitzgerald,Mixed-Use Development,8413,P2,Open,,FALSE
5382,L-P2-01983,28-02-2025,Outbound Sdr,Smart Buildings,Northeast,K. Romano,Municipality,31734,P2,Open,,FALSE
5383,L-P2-01984,28-07-2025,Outbound Sdr,Video Analytics,Northeast,K. Romano,Enterprise Business,38007,P2,Open,,FALSE
5384,L-P2-01985,22-04-2025,Outbound Sdr,Smart Lighting,South,T. Chen,Enterprise Business,42845,P2,Qualified,,FALSE
5385,L-P2-01986,03-02-2025,Outbound Sdr,Smart Lighting,Midwest,D. Singh,Mixed-Use Development,44665,P2,Open,,FALSE
5386,L-P2-01987,14-07-2025,Outbound Sdr,Smart Buildings,Northeast,Unassigned,Campus,28194,P2,Qualified,,FALSE
5387,L-P2-01988,16-03-2025,Trade Show,Smart Mobility (EV/Parking),Northeast,D. Singh,Mixed-Use Development,9383,P2,Disqualified,No response,FALSE
5388,L-P2-01989,07-07-2025,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,T. Chen,Campus,23041,P2,Qualified,,FALSE
5389,L-P2-01990,27-07-2025,Existing Client Upsell,Smart Mobility (EV/Parking),West,R. Alvarez,Campus,52809,P2,Qualified,,FALSE
5390,L-P2-01991,16-09-2025,Trade Show,Digital Signage,South,J. Sullivan,Mixed-Use Development,74730,P2,Open,,FALSE
5391,L-P2-01992,23-02-2025,Outbound Sdr,Smart Buildings,West,R. Alvarez,Multifamily Property,29702,P2,Qualified,,FALSE
5392,L-P2-01993,25-06-2025,Outbound Sdr,Smart Mobility (EV/Parking),West,L. Fitzgerald,Municipality,66537,P2,Open,,FALSE
5393,L-P2-01994,12-05-2025,Outbound Sdr,Smart Lighting,South,S. Patel,Campus,107158,P2,Open,,TRUE
5394,L-P2-01995,06-08-2025,Outbound Sdr,Video Analytics,Northeast,R. Alvarez,Mixed-Use Development,8000,P2,Qualified,,FALSE
5395,L-P2-01996,28-01-2025,Outbound Sdr,Smart Lighting,Midwest,J. Sullivan,Campus,48722,P2,Open,,FALSE
5396,L-P2-01997,14-07-2025,Cold Outreach,Digital Signage,Midwest,T. Chen,Multifamily Property,46011,P2,Open,,FALSE
5397,L-P2-01998,21-03-2025,Inbound Web Form,Video Analytics,Midwest,L. Fitzgerald,Municipality,10879,P2,Qualified,,FALSE
5398,L-P2-01999,02-05-2025,Partner Referral,Digital Signage,Northeast,K. Romano,Campus,32983,P2,Qualified,,FALSE
5399,L-P2-02000,28-09-2025,Existing Client Upsell,Smart Buildings,West,D. Singh,Municipality,59928,P2,Open,,FALSE
5400,L-P2-02001,18-01-2025,Existing Client Upsell,Video Analytics,Northeast,J. Sullivan,Multifamily Property,47221,P2,Disqualified,No budget,FALSE
5401,L-P2-02002,21-04-2025,Inbound Web Form,Video Analytics,West,M. Okafor,Campus,20407,P2,Open,,FALSE
5402,L-P2-02003,22-08-2025,Existing Client Upsell,Video Analytics,Midwest,R. Alvarez,Municipality,34366,P2,Open,,FALSE
5403,L-P2-02004,06-07-2025,Inbound Web Form,Digital Signage,South,J. Sullivan,Enterprise Business,36189,P2,Qualified,,FALSE
5404,L-P2-02005,06-05-2025,Inbound Web Form,Smart Lighting,South,R. Alvarez,Municipality,21269,P2,Disqualified,Wrong fit,FALSE
5405,L-P2-02006,05-03-2025,Outbound Sdr,Smart Buildings,Unknown,M. Okafor,Multifamily Property,33474,P2,Qualified,,FALSE
5406,L-P2-02007,31-01-2025,Inbound Web Form,Smart Buildings,South,M. Okafor,Campus,30794,P2,Disqualified,Wrong fit,FALSE
5407,L-P2-02008,20-08-2025,Inbound Web Form,Smart Mobility (EV/Parking),South,D. Singh,Mixed-Use Development,34717,P2,Open,,FALSE
5408,L-P2-02009,29-07-2025,Partner Referral,Smart Buildings,Northeast,R. Alvarez,Municipality,24064,P2,Disqualified,Duplicate,FALSE
5409,L-P2-02010,11-05-2025,Outbound Sdr,Video Analytics,Northeast,L. Fitzgerald,Multifamily Property,44093,P2,Qualified,,FALSE
5410,L-P2-02011,23-03-2025,Partner Referral,Digital Signage,Midwest,M. Okafor,Multifamily Property,22625,P2,Disqualified,No response,FALSE
5411,L-P2-02012,23-07-2025,Cold Outreach,Digital Signage,South,K. Romano,Municipality,38455,P2,Open,,FALSE
5412,L-P2-02013,09-07-2025,Trade Show,Smart Buildings,Northeast,S. Patel,Municipality,23656,P2,Disqualified,No budget,FALSE
5413,L-P2-02014,29-03-2025,Inbound Web Form,Smart Mobility (EV/Parking),Northeast,K. Romano,Mixed-Use Development,19823,P2,Qualified,,FALSE
5414,L-P2-02015,17-01-2025,Inbound Web Form,Digital Signage,South,T. Chen,Enterprise Business,28780,P2,Disqualified,No response,FALSE
5415,L-P2-02016,23-02-2025,Outbound Sdr,Smart Buildings,West,R. Alvarez,Enterprise Business,66794,P2,Disqualified,No budget,FALSE
5416,L-P2-02017,09-05-2025,Existing Client Upsell,Smart Buildings,Midwest,M. Okafor,Enterprise Business,21497,P2,Open,,FALSE
5417,L-P2-02018,23-01-2025,Trade Show,Smart Mobility (EV/Parking),West,S. Patel,Enterprise Business,27209,P2,Disqualified,No response,FALSE
5418,L-P2-02019,13-06-2025,Existing Client Upsell,Video Analytics,Northeast,D. Singh,Municipality,16278,P2,Disqualified,Wrong fit,FALSE
5419,L-P2-02020,18-09-2025,Inbound Web Form,Smart Buildings,Northeast,S. Patel,Mixed-Use Development,49499,P2,Disqualified,Wrong fit,FALSE
5420,L-P2-02021,27-04-2025,Inbound Web Form,Smart Buildings,Northeast,R. Alvarez,Municipality,21864,P2,Disqualified,No budget,FALSE
5421,L-P2-02022,02-08-2025,Outbound Sdr,Smart Lighting,West,M. Okafor,Municipality,77641,P2,Open,,FALSE
5422,L-P2-02023,18-05-2025,Outbound Sdr,Smart Buildings,Northeast,R. Alvarez,Enterprise Business,10581,P2,Qualified,,FALSE
5423,L-P2-02024,26-04-2025,Trade Show,Smart Mobility (EV/Parking),Midwest,T. Chen,Multifamily Property,12791,P2,Disqualified,No response,FALSE
5424,L-P2-02025,17-08-2025,Inbound Web Form,Smart Buildings,West,J. Sullivan,Campus,44223,P2,Open,,FALSE
5425,L-P2-02026,19-03-2025,Inbound Web Form,Smart Buildings,South,T. Chen,Mixed-Use Development,11797,P2,Open,,FALSE
5426,L-P2-02027,16-07-2025,Existing Client Upsell,Digital Signage,West,L. Fitzgerald,Campus,51675,P2,Disqualified,Wrong fit,FALSE
5427,L-P2-02028,31-08-2025,Partner Referral,Smart Buildings,West,J. Sullivan,Mixed-Use Development,60969,P2,Qualified,,FALSE
5428,L-P2-02029,22-08-2025,Outbound Sdr,Smart Buildings,Northeast,J. Sullivan,Campus,18017,P2,Qualified,,FALSE
5429,L-P2-02030,05-04-2025,Existing Client Upsell,Smart Lighting,Midwest,T. Chen,Multifamily Property,24301,P2,Qualified,,FALSE
5430,L-P2-02031,20-05-2025,Outbound Sdr,Smart Lighting,West,T. Chen,Municipality,19133,P2,Open,,FALSE
5431,L-P2-02032,26-04-2025,Partner Referral,Video Analytics,South,J. Sullivan,Municipality,93967,P2,Open,,TRUE
5432,L-P2-02033,27-01-2025,Outbound Sdr,Smart Buildings,South,Unassigned,Mixed-Use Development,60661,P2,Qualified,,FALSE
5433,L-P2-02034,17-09-2025,Trade Show,Smart Buildings,Northeast,D. Singh,Campus,83266,P2,Open,,TRUE
